# yyyy mm dd hh mm ss         days  meanSunEl  meanSunAz    NoiseHc    NoiseVc    NoiseHx    NoiseVx    Corr00H    Corr00V   maxPower  quadPower   AzOffset   ElOffset  RatioVcHc  RatioVxHx  RatioVcHx  RatioVxHc  XpolPwrHx  XpolPwrVx  XpolRatio   meanS1S2    zdrCorr xpolRatioDbFromSpdb siteTempFromSpdb XmitPowerH XmitPowerV XmitHVDiff
2015 05 30 17 18 30 16585.721181    66.4622   129.8351   -76.5770   -76.2979   -76.6269   -76.2185     0.0055     0.0069  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7502    -0.7502    15.1000    87.6502    87.7851    -0.1350
2015 06 01 11 22 50 16587.474190     0.8096    61.6676   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0036   -63.5621   -73.8515     1.2933    -0.1424     0.6431     3.0056    10.1318    -6.4830    -0.3683     0.3395    -0.7077     3.6488     2.9117    -0.7371    13.9000    89.1052    89.2254    -0.1202
2015 06 01 11 30 17 16587.479363     1.9733    62.8156   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0033   -63.1652   -64.7777    -0.0311    -0.2391     0.4710     0.5918     0.4415     0.6213    -0.3736     0.3440    -0.7176     1.0628     0.3258    -0.7371    13.9000    89.1074    89.2283    -0.1209
2015 06 01 11 37 44 16587.484537     3.1992    63.9494   -76.5770   -76.2979   -76.6269   -76.2185     0.0019     0.0029   -62.7693   -62.9018    -0.0324     0.0090     0.4427     0.5709     0.4191     0.5945    -0.3723     0.3429    -0.7151     1.0136     0.2765    -0.7371    13.9000    89.1067    89.2282    -0.1215
2015 06 01 11 45 11 16587.489711     4.4652    65.0698   -76.5770   -76.2979   -76.6269   -76.2185     0.0027     0.0028   -48.2345  -213.3806     3.3723     0.6063     2.9632     0.9073     7.0961    -3.2257    -0.3447     0.3193    -0.6641     3.8704     3.1334    -0.7371    14.0000    89.0912    89.2102    -0.1190
2015 06 01 11 52 38 16587.494884     5.7590    66.1779   -76.5770   -76.2979   -76.6269   -76.2185     0.0023     0.0037   -62.4966   -62.4876    -0.0345     0.0088     0.4504     0.5483     0.4087     0.5900    -0.3978     0.3644    -0.7623     0.9987     0.2616    -0.7371    14.0000    89.0913    89.2086    -0.1173
2015 06 01 12 00 06 16587.500069     7.0766    67.2772   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0036   -62.2941   -62.4188    -0.0258    -0.0041     0.4506     0.5357     0.4041     0.5822    -0.4029     0.3687    -0.7717     0.9863     0.2493    -0.7371    14.1000    89.0950    89.2142    -0.1192
2015 06 01 12 07 33 16587.505243     8.4081    68.3637   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0032   -62.3340   -62.3513    -0.0228    -0.0088     0.4443     0.5606     0.4074     0.5975    -0.3907     0.3584    -0.7491     1.0049     0.2678    -0.7371    14.1000    89.1007    89.2228    -0.1221
2015 06 01 12 15 00 16587.510417     9.7537    69.4410   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0030   -62.2244   -62.2801    -0.0306    -0.0086     0.4409     0.5634     0.4118     0.5925    -0.3771     0.3470    -0.7241     1.0043     0.2672    -0.7371    14.2000    89.1010    89.2260    -0.1249
2015 06 01 12 22 28 16587.515602    11.1149    70.5125   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0033   -62.2182   -62.2925    -0.0325    -0.0106     0.4475     0.5583     0.4057     0.6001    -0.3700     0.3410    -0.7110     1.0058     0.2687    -0.7371    14.6000    89.0999    89.2277    -0.1278
2015 06 01 12 29 55 16587.520775    12.4841    71.5744   -76.5770   -76.2979   -76.6269   -76.2185     0.0017     0.0039   -62.2567   -62.2606    -0.0348    -0.0160     0.4428     0.5597     0.4148     0.5877    -0.3660     0.3375    -0.7035     1.0025     0.2654    -0.7371    14.8000    89.0861    89.2093    -0.1232
2015 06 01 12 37 22 16587.525949    13.8633    72.6304   -76.5770   -76.2979   -76.6269   -76.2185     0.0024     0.0045   -62.2073   -62.2546    -0.0363    -0.0135     0.4597     0.5631     0.4246     0.5982    -0.3650     0.3367    -0.7016     1.0228     0.2857    -0.7371    14.8000    89.0980    89.2217    -0.1237
2015 06 01 12 44 49 16587.531123    15.2516    73.6814   -76.5770   -76.2979   -76.6269   -76.2185     0.0020     0.0027   -62.1249   -62.1777    -0.0339    -0.0142     0.4514     0.5606     0.4101     0.6019    -0.3641     0.3359    -0.7001     1.0120     0.2749    -0.7371    15.2000    89.1048    89.2293    -0.1245
2015 06 01 12 52 17 16587.536308    16.6515    74.7310   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0028   -62.1866   -62.1962    -0.0352    -0.0140     0.4462     0.5503     0.4001     0.5964    -0.3636     0.3355    -0.6991     0.9965     0.2594    -0.7371    15.2000    89.1066    89.2330    -0.1264
2015 06 01 12 59 44 16587.541481    18.0559    75.7756   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0035   -62.2315   -62.2199    -0.0401    -0.0163     0.4469     0.5673     0.4168     0.5974    -0.3671     0.3384    -0.7055     1.0142     0.2771    -0.7371    15.5000    89.1054    89.2332    -0.1278
2015 06 01 13 07 11 16587.546655    19.4674    76.8189   -76.5770   -76.2979   -76.6269   -76.2185     0.0025     0.0037   -62.1543   -62.1716    -0.0425    -0.0169     0.4539     0.5553     0.4147     0.5945    -0.3713     0.3420    -0.7133     1.0092     0.2722    -0.7371    15.5000    89.0879    89.2139    -0.1260
2015 06 01 13 14 39 16587.551840    20.8887    77.8643   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0045   -62.2068   -62.1908    -0.0387    -0.0198     0.4520     0.5538     0.4127     0.5931    -0.3728     0.3434    -0.7162     1.0059     0.2688    -0.7371    15.9000    89.0937    89.2197    -0.1260
2015 06 01 13 22 06 16587.557014    22.3127    78.9085   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0034   -62.1547   -62.1575    -0.0408    -0.0235     0.4379     0.5702     0.4175     0.5906    -0.3755     0.3456    -0.7211     1.0081     0.2711    -0.7371    16.2000    89.0999    89.2279    -0.1280
2015 06 01 13 29 33 16587.562187    23.7421    79.9553   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0042   -62.1451   -62.1396    -0.0430    -0.0221     0.4505     0.5581     0.4108     0.5979    -0.3780     0.3477    -0.7257     1.0087     0.2716    -0.7371    16.6000    89.1082    89.2381    -0.1299
2015 06 01 13 37 00 16587.567361    25.1764    81.0060   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0020   -62.1461   -62.1376    -0.0424    -0.0223     0.4553     0.5625     0.4142     0.6036    -0.3795     0.3490    -0.7285     1.0177     0.2807    -0.7371    16.6000    89.0941    89.2247    -0.1307
2015 06 01 13 44 28 16587.572546    26.6184    82.0645   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0039   -62.1880   -62.1617    -0.0434    -0.0218     0.4369     0.5668     0.4103     0.5934    -0.3911     0.3588    -0.7499     1.0037     0.2666    -0.7371    17.1000    89.0940    89.2230    -0.1290
2015 06 01 13 51 55 16587.577720    28.0611    83.1277   -76.5770   -76.2979   -76.6269   -76.2185     0.0025     0.0028   -62.1658   -62.1612    -0.0421    -0.0239     0.4457     0.5625     0.4168     0.5914    -0.4054     0.3707    -0.7761     1.0082     0.2711    -0.7371    17.9000    89.1050    89.2376    -0.1326
2015 06 01 13 59 22 16587.582894    29.5072    84.1995   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0037   -62.1997   -62.1739    -0.0454    -0.0244     0.4505     0.5534     0.4148     0.5891    -0.4007     0.3668    -0.7675     1.0039     0.2669    -0.7371    18.0000    89.1101    89.2432    -0.1331
2015 06 01 14 06 50 16587.588079    30.9594    85.2843   -76.5770   -76.2979   -76.6269   -76.2185     0.0034     0.0033   -62.1485   -62.1557    -0.0430    -0.0250     0.4594     0.5579     0.4184     0.5988    -0.4004     0.3666    -0.7670     1.0172     0.2802    -0.7371    18.0000    89.0893    89.2218    -0.1325
2015 06 01 14 14 17 16587.593252    32.4108    86.3791   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0032   -62.1368   -62.1573    -0.0462    -0.0311     0.4462     0.5643     0.4100     0.6005    -0.3827     0.3517    -0.7345     1.0105     0.2734    -0.7371    18.3000    89.1000    89.2320    -0.1319
2015 06 01 14 21 44 16587.598426    33.8641    87.4883   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0036   -62.1739   -62.1541    -0.0457    -0.0312     0.4585     0.5592     0.4163     0.6014 -9999.0000 -9999.0000 -9999.0000     1.0176     0.2806    -0.7371    18.7000    89.1069    89.2426    -0.1357
2015 06 01 14 29 12 16587.603611    35.3220    88.6167   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0046   -62.1665   -62.1571    -0.0450    -0.0296     0.4520     0.5511     0.4134     0.5898    -0.4003     0.3665    -0.7668     1.0031     0.2661    -0.7371    18.9000    89.1022    89.2382    -0.1360
2015 06 01 14 36 39 16587.608785    36.7774    89.7617   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0040   -62.1375   -62.1418    -0.0459    -0.0279     0.4519     0.5609     0.4170     0.5959    -0.3845     0.3532    -0.7376     1.0129     0.2758    -0.7371    18.9000    89.0842    89.2167    -0.1325
2015 06 01 14 44 06 16587.613958    38.2330    90.9284   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0042   -62.1590   -62.1545    -0.0409    -0.0342     0.4497     0.5658     0.4151     0.6004    -0.3828     0.3517    -0.7345     1.0155     0.2784    -0.7371    19.2000    89.0954    89.2299    -0.1345
2015 06 01 14 51 34 16587.619144    39.6914    92.1224   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0044   -62.1552   -62.1567    -0.0452    -0.0392     0.4469     0.5518     0.4084     0.5904    -0.3975     0.3641    -0.7616     0.9987     0.2617    -0.7371    19.4000    89.1029    89.2406    -0.1377
2015 06 01 14 59 01 16587.624317    41.1455    93.3414   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0030   -62.1200   -62.1383    -0.0478    -0.0368     0.4530     0.5526     0.4073     0.5984    -0.3795     0.3490    -0.7285     1.0057     0.2771 -9999.0000    19.6000    89.0901    89.2266    -0.1366
2015 06 01 15 06 28 16587.629491    42.5979    94.5916   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0033   -62.1143   -62.1354    -0.0472    -0.0414     0.4439     0.5450     0.4077     0.5812    -0.3919     0.3595    -0.7514     0.9889     0.2375 -9999.0000    19.6000    89.0945    89.2302    -0.1357
2015 06 01 15 13 56 16587.634676    44.0509    95.8797   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0035   -62.1200   -62.1330    -0.0453    -0.0414     0.4500     0.5493     0.4132     0.5861    -0.3944     0.3616    -0.7560     0.9993     0.2433 -9999.0000    19.9000    89.1000    89.2403    -0.1403
2015 06 01 15 21 23 16587.639850    45.4974    97.2042   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0045   -62.1114   -62.1316    -0.0471    -0.0414     0.4432     0.5545     0.4138     0.5839    -0.3909     0.3586    -0.7494     0.9977     0.2483 -9999.0000    20.2000    89.0866    89.2256    -0.1390
2015 06 01 15 28 50 16587.645023    46.9396    98.5725   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0049   -62.1181   -62.0976    -0.0494    -0.0447     0.4443     0.5482     0.4054     0.5871    -0.3938     0.3610    -0.7548     0.9925     0.2377 -9999.0000    20.5000    89.0884    89.2253    -0.1368
2015 06 01 15 36 17 16587.650197    48.3765    99.9900   -76.5770   -76.2979   -76.6269   -76.2185     0.0028     0.0039   -62.1009   -62.1047    -0.0475    -0.0463     0.4530     0.5497     0.4140     0.5887    -0.3793     0.3488    -0.7281     1.0027     0.2746 -9999.0000    20.5000    89.1008    89.2394    -0.1386
2015 06 01 15 43 45 16587.655382    49.8103   101.4659   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0036   -62.0754   -62.1294    -0.0502    -0.0486     0.4387     0.5661     0.4171     0.5877    -0.3711     0.3419    -0.7130     1.0048     0.2918 -9999.0000    20.7000    89.0850    89.2238    -0.1389
2015 06 01 15 51 12 16587.660556    51.2334   103.0003   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0030   -62.1095   -62.1487    -0.0494    -0.0451     0.4521     0.5423     0.4167     0.5777    -0.3680     0.3393    -0.7073     0.9944     0.2871 -9999.0000    20.8000    89.0872    89.2255    -0.1384
2015 06 01 15 58 39 16587.665729    52.6475   104.6037   -76.5770   -76.2979   -76.6269   -76.2185     0.0014     0.0029   -62.1056   -62.1471    -0.0477    -0.0469     0.4467     0.5529     0.4097     0.5899    -0.3696     0.3406    -0.7102     0.9996     0.2894 -9999.0000    20.8000    89.0967    89.2374    -0.1407
2015 06 01 16 06 07 16587.670914    54.0542   106.2884   -76.5770   -76.2979   -76.6269   -76.2185     0.0027     0.0037   -62.0963   -62.1261    -0.0488    -0.0464     0.4540     0.5564     0.4192     0.5912    -0.3720     0.3426    -0.7146     1.0104     0.2958 -9999.0000    21.2000    89.0857    89.2258    -0.1401
2015 06 01 16 13 34 16587.676088    55.4455   108.0563   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0039   -62.0833   -62.1526    -0.0505    -0.0460     0.4579     0.5446     0.4134     0.5891    -0.3771     0.3469    -0.7240     1.0025     0.2785 -9999.0000    21.7000    89.1001    89.2401    -0.1400
2015 06 01 16 21 01 16587.681262    56.8225   109.9219   -76.5770   -76.2979   -76.6269   -76.2185     0.0024     0.0039   -62.0779   -62.1163    -0.0545    -0.0452     0.4537     0.5507     0.4133     0.5910    -0.3801     0.3495    -0.7295     1.0044     0.2748 -9999.0000    21.7000    89.0958    89.2368    -0.1410
2015 06 01 16 28 28 16587.686435    58.1829   111.8974   -76.5770   -76.2979   -76.6269   -76.2185     0.0040     0.0045   -62.0505   -62.1107    -0.0542    -0.0461     0.4304     0.5496     0.3992     0.5807    -0.3954     0.3624    -0.7577     0.9800     0.2222 -9999.0000    21.7000    89.0901    89.2287    -0.1386
2015 06 01 16 35 56 16587.691620    59.5270   114.0012   -76.5770   -76.2979   -76.6269   -76.2185     0.0039     0.0045   -62.0425   -62.1035    -0.0566    -0.0431     0.4496     0.5457     0.4064     0.5889    -0.4093     0.3740    -0.7834     0.9953     0.2119 -9999.0000    21.8000    89.0974    89.2395    -0.1421
2015 06 01 16 43 23 16587.696794    60.8457   116.2395   -76.5770   -76.2979   -76.6269   -76.2185     0.0028     0.0033   -62.0523   -62.1095    -0.0576    -0.0401     0.4515     0.5436     0.4129     0.5822    -0.3840     0.3528    -0.7368     0.9950     0.2583 -9999.0000    22.2000    89.0833    89.2222    -0.1389
2015 06 01 16 50 50 16587.701968    62.1383   118.6343   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0036   -62.0675   -62.1015    -0.0596    -0.0383     0.4306     0.5622     0.4071     0.5857 -9999.0000 -9999.0000 -9999.0000     0.9927 -9999.0000 -9999.0000    22.4000    89.0933    89.2327    -0.1393
2015 06 01 16 58 17 16587.707141    63.4007   121.2051   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0042   -62.0756   -62.1303    -0.0570    -0.0366     0.4565     0.5468     0.4139     0.5895    -0.3098     0.2891    -0.5989     1.0034     0.4045 -9999.0000    22.4000    89.0919    89.2343    -0.1424
2015 06 01 17 05 45 16587.712326    64.6307   123.9801   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0041   -62.0695   -62.1317    -0.0591    -0.0337     0.4348     0.5466     0.3946     0.5868    -0.3766     0.3465    -0.7230     0.9814     0.2583 -9999.0000    22.8000    89.0833    89.2236    -0.1403
2015 06 01 17 13 12 16587.717500    65.8170   126.9705   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0033   -62.0548   -62.1098    -0.0651    -0.0316     0.4419     0.5525     0.4077     0.5867    -0.3725     0.3430    -0.7155     0.9944     0.2789 -9999.0000    23.0000    89.0971    89.2392    -0.1421
2015 06 01 17 20 39 16587.722674    66.9558   130.2075   -76.5770   -76.2979   -76.6269   -76.2185     0.0028     0.0047   -62.0682   -62.1185    -0.0642    -0.0353     0.4382     0.5518     0.4105     0.5794    -0.2857     0.2681    -0.5538     0.9900     0.4362 -9999.0000    23.5000    89.0802    89.2206    -0.1404
2015 06 01 17 28 06 16587.727847    68.0391   133.7173   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0050   -62.0754   -62.1098    -0.0641    -0.0348     0.4500     0.5503     0.4163     0.5840    -0.3284     0.3053    -0.6338     1.0003     0.3665 -9999.0000    23.5000    89.0930    89.2340    -0.1410
2015 06 01 17 32 09 16587.730660    68.6018   135.7490   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0050  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    23.4000    89.1030    89.2486    -0.1456
2015 06 01 17 58 40 16587.749074    71.6953   151.4580   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0050  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    23.4000    86.3646    86.5046    -0.1400
2015 06 01 18 24 52 16587.767269    73.3612   170.9963   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0050  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    24.3000    89.1003    89.2503    -0.1500
2015 06 01 18 28 29 16587.769780    73.4544   173.9114   -76.5770   -76.2979   -76.6269   -76.2185     0.0039     0.0049   -61.9563   -62.0197    -0.0731    -0.0101     0.4672     0.5735     0.4388     0.6019 -9999.0000 -9999.0000 -9999.0000     1.0408 -9999.0000 -9999.0000    24.3000    89.2092    89.3727    -0.1634
2015 06 01 18 35 46 16587.774838    73.5327   179.8439   -76.5770   -76.2979   -76.6269   -76.2185     0.0040     0.0047   -62.0471   -62.0710    -0.0747    -0.0095     0.4659     0.5763     0.4379     0.6044 -9999.0000 -9999.0000 -9999.0000     1.0423 -9999.0000 -9999.0000    24.4000    89.1631    89.3314    -0.1684
2015 06 01 18 43 05 16587.779919    73.4628   185.8063   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0045   -62.0142   -62.0456    -0.0706    -0.0044     0.4722     0.5854     0.4471     0.6105    -0.3156     0.2942    -0.6098     1.0575     0.4477 -9999.0000    24.6000    89.1470    89.3156    -0.1686
2015 06 01 18 50 25 16587.785012    73.2453   191.6884   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0044   -62.0039   -62.0329    -0.0678    -0.0028     0.4752     0.5850     0.4415     0.6187    -0.3381     0.3136    -0.6517     1.0602     0.4085 -9999.0000    24.8000    89.1221    89.2886    -0.1665
2015 06 01 18 57 44 16587.790093    72.8869   197.3763   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0035   -62.0143   -62.0572    -0.0705     0.0034     0.4768     0.5940     0.4475     0.6233    -0.3320     0.3085    -0.6405     1.0708     0.4303 -9999.0000    24.8000    89.1278    89.2954    -0.1675
2015 06 01 19 05 04 16587.795185    72.3946   202.8262   -76.5770   -76.2979   -76.6269   -76.2185     0.0040     0.0043   -62.0009   -62.0350    -0.0679     0.0054     0.4808     0.5857     0.4463     0.6202 -9999.0000 -9999.0000 -9999.0000     1.0665 -9999.0000 -9999.0000    24.6000    89.1102    89.2766    -0.1664
2015 06 01 19 12 23 16587.800266    71.7817   207.9644   -76.5770   -76.2979   -76.6269   -76.2185     0.0038     0.0040   -61.9768   -62.0377    -0.0660     0.0082     0.4841     0.5989     0.4542     0.6288 -9999.0000 -9999.0000 -9999.0000     1.0830 -9999.0000 -9999.0000    24.8000    89.1058    89.2698    -0.1640
2015 06 01 19 19 43 16587.805359    71.0572   212.7867   -76.5770   -76.2979   -76.6269   -76.2185     0.0038     0.0038   -61.9910   -62.0639    -0.0661     0.0102     0.4868     0.5886     0.4517     0.6237    -0.3211     0.2990    -0.6200     1.0754     0.4554 -9999.0000    25.0000    89.1113    89.2795    -0.1682
2015 06 01 19 27 08 16587.810509    70.2249   217.3210   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0041   -61.9968   -62.0407    -0.0620     0.0110     0.4752     0.5928     0.4469     0.6211    -0.3528     0.3263    -0.6791     1.0680     0.3889 -9999.0000    25.0000    89.0920    89.2579    -0.1659
2015 06 01 19 30 59 16587.813183    69.7575   219.5400   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0041  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3494     0.3233    -0.6727     0.0000    -0.6727 -9999.0000    25.3000    89.1012    89.2678    -0.1666
2015 06 01 19 36 05 16587.816725    69.1047   222.3418   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0041  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3934     0.3607    -0.7540     0.0000    -0.7540 -9999.0000    25.3000    89.1020    89.2703    -0.1683
2015 06 01 19 41 03 16587.820174    68.4352   224.9248   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0041  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    25.2000    89.1003    89.2703    -0.1700
2015 06 01 19 41 14 16587.820301    68.4099   225.0175   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0041  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    25.2000    89.1030    89.2717    -0.1687
2015 06 01 19 45 08 16587.823009    67.8621   226.9456   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0041   -61.9647   -62.0306    -0.0570     0.0082     0.4860     0.5933     0.4447     0.6346    -0.3935     0.3608    -0.7543     1.0794     0.3251 -9999.0000    25.2000    89.0962    89.2591    -0.1629
2015 06 01 19 52 34 16587.828171    66.7715   230.4003   -76.5770   -76.2979   -76.6269   -76.2185     0.0038     0.0050   -62.0016   -62.0250    -0.0581     0.0109     0.4886     0.5824     0.4506     0.6204    -0.3667     0.3381    -0.7048     1.0710     0.3662 -9999.0000    25.3000    89.1065    89.2708    -0.1642
2015 06 01 20 00 01 16587.833345    65.6246   233.5946   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0044   -61.9498   -62.0074    -0.0576     0.0142     0.4851     0.5980     0.4505     0.6326    -0.3270     0.3041    -0.6311     1.0831     0.4520 -9999.0000    25.4000    89.0954    89.2592    -0.1638
2015 06 01 20 07 27 16587.838507    64.4340   236.5402   -76.5770   -76.2979   -76.6269   -76.2185     0.0040     0.0031   -62.0107   -62.0256    -0.0543     0.0119     0.4882     0.5908     0.4489     0.6301    -0.4057     0.3710    -0.7767     1.0790     0.3023 -9999.0000    25.4000    89.0951    89.2570    -0.1619
2015 06 01 20 14 53 16587.843669    63.2038   239.2695   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0043   -62.0241   -62.0349    -0.0528     0.0070     0.4961     0.5846     0.4518     0.6290    -0.4101     0.3747    -0.7847     1.0807     0.3552    -0.7255    26.0000    89.0936    89.2581    -0.1645
2015 06 01 20 22 19 16587.848831    61.9394   241.8055   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0045   -61.9919   -62.0134    -0.0528     0.0107     0.4736     0.5917     0.4411     0.6242    -0.3408     0.3160    -0.6569     1.0653     0.3398    -0.7255    25.9000    89.0816    89.2423    -0.1607
2015 06 01 20 29 45 16587.853993    60.6456   244.1695   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0047   -61.9505   -61.9946    -0.0514     0.0116     0.4968     0.5825     0.4523     0.6270    -0.4675     0.4220    -0.8895     1.0793     0.3538    -0.7255    25.5000    89.0988    89.2620    -0.1632
2015 06 01 20 37 11 16587.859155    59.3266   246.3805   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0045   -61.9584   -61.9875    -0.0511     0.0061     0.4844     0.5746     0.4384     0.6205 -9999.0000 -9999.0000 -9999.0000     1.0590     0.3335    -0.7255    25.5000    89.0881    89.2500    -0.1619
2015 06 01 20 44 37 16587.864317    57.9857   248.4556   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0041   -61.9922   -62.0503    -0.0511    -0.0019     0.4847     0.5963     0.4511     0.6298    -0.2168     0.2065    -0.4232     1.0810     0.3555    -0.7255    26.1000    89.1010    89.2634    -0.1624
2015 06 01 20 52 04 16587.869491    56.6231   250.4141   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0044   -61.9716   -61.9859    -0.0479     0.0043     0.4840     0.5839     0.4480     0.6199 -9999.0000 -9999.0000 -9999.0000     1.0679     0.3424    -0.7255    25.9000    89.0898    89.2510    -0.1612
2015 06 01 20 59 30 16587.874653    55.2473   252.2607   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0045   -62.0515   -62.0325    -0.0449     0.0065     0.4689     0.5800     0.4325     0.6165 -9999.0000 -9999.0000 -9999.0000     1.0489     0.3234    -0.7255    26.3000    89.0886    89.2484    -0.1598
2015 06 01 21 06 56 16587.879815    53.8577   254.0117   -76.5770   -76.2979   -76.6269   -76.2185     0.0025     0.0043   -62.0082   -62.0369    -0.0472     0.0012     0.4817     0.5849     0.4437     0.6229 -9999.0000 -9999.0000 -9999.0000     1.0665     0.3410    -0.7255    26.3000    89.0958    89.2593    -0.1635
2015 06 01 21 14 22 16587.884977    52.4561   255.6776   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0047   -61.9521   -61.9844    -0.0468     0.0034     0.4728     0.5777     0.4289     0.6217 -9999.0000 -9999.0000 -9999.0000     1.0506     0.3251    -0.7255    26.2000    89.0875    89.2461    -0.1586
2015 06 01 21 21 48 16587.890139    51.0443   257.2677   -76.5770   -76.2979   -76.6269   -76.2185     0.0039     0.0047   -62.0879   -62.0577    -0.0429    -0.0007     0.4800     0.5768     0.4347     0.6220 -9999.0000 -9999.0000 -9999.0000     1.0567     0.3312    -0.7255    26.9000    89.0945    89.2577    -0.1632
2015 06 01 21 29 14 16587.895301    49.6238   258.7900   -76.5770   -76.2979   -76.6269   -76.2185     0.0039     0.0039   -62.0376   -62.0215    -0.0407     0.0044     0.4707     0.5770     0.4310     0.6166 -9999.0000 -9999.0000 -9999.0000     1.0477     0.3222    -0.7255    26.2000    89.0797    89.2388    -0.1592
2015 06 01 21 36 41 16587.900475    48.1928   260.2552   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0048   -62.0133   -62.0023    -0.0389     0.0031     0.4693     0.5754     0.4339     0.6108 -9999.0000 -9999.0000 -9999.0000     1.0447     0.3192    -0.7255    26.2000    89.0954    89.2544    -0.1590
2015 06 01 21 44 07 16587.905637    46.7589   261.6631   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0031   -62.0167   -62.0098    -0.0391     0.0086     0.4808     0.5739     0.4409     0.6139 -9999.0000 -9999.0000 -9999.0000     1.0548     0.3293    -0.7255    26.4000    89.0920    89.2522    -0.1602
